robot_id,axis_num,event_type,start_ts,end_ts,duration_seconds,max_residual
2,2,ERROR,2022-10-18 13:13:28.553000+00:00,2022-10-18 13:13:39.937000+00:00,12,23.2037158227104
2,2,ERROR,2022-10-18 13:13:41.792000+00:00,2022-10-18 13:13:47.436000+00:00,6,25.702511015737755
2,2,ERROR,2022-10-18 13:13:53.014000+00:00,2022-10-18 13:13:56.817000+00:00,4,19.258117100395875
2,2,ERROR,2022-10-18 13:14:02.475000+00:00,2022-10-18 13:14:06.205000+00:00,4,22.481813650937703
2,2,ERROR,2022-10-18 13:14:19.314000+00:00,2022-10-18 13:14:24.958000+00:00,6,19.748096142969562
2,2,ALERT,2022-10-18 13:13:19.085000+00:00,2022-10-18 13:14:53.416000+00:00,100,25.702511015737755
