robot_id,axis_num,event_type,start_ts,end_ts,duration_seconds,max_residual
3,3,ERROR,2022-10-18 13:14:49.262000+00:00,2022-10-18 13:14:53.053000+00:00,4,13.171640368025272
3,3,ERROR,2022-10-18 13:15:06.424000+00:00,2022-10-18 13:15:14.007000+00:00,8,20.3817501198265
3,3,ERROR,2022-10-18 13:15:21.506000+00:00,2022-10-18 13:15:25.336000+00:00,4,10.853781269688286
3,3,ERROR,2022-10-18 13:15:40.454000+00:00,2022-10-18 13:15:49.892000+00:00,10,18.1686835121496
3,3,ALERT,2022-10-18 13:14:22.866000+00:00,2022-10-18 13:15:57.461000+00:00,100,21.81165558379346
