robot_id,axis_num,event_type,start_ts,end_ts,duration_seconds,max_residual
4,4,ERROR,2022-10-18 13:15:23.983000+00:00,2022-10-18 13:15:27.790000+00:00,4,2.9233266037416703
4,4,ERROR,2022-10-18 13:15:33.494000+00:00,2022-10-18 13:15:37.299000+00:00,4,3.937412220231536
4,4,ERROR,2022-10-18 13:16:24.684000+00:00,2022-10-18 13:16:28.440000+00:00,4,3.1885640299675284
4,4,ERROR,2022-10-18 13:16:47.446000+00:00,2022-10-18 13:16:51.293000+00:00,4,3.7568555496114127
4,4,ALERT,2022-10-18 13:15:22.116000+00:00,2022-10-18 13:16:56.976000+00:00,100,4.474395883187915
